season,name,team,era,pa,win_shares,average,power,walks,speed,pct_appearances_1,pct_appearances_2,pct_appearances_3,pct_appearances_4,pct_appearances_5,pct_appearances_6,pct_appearances_7,pct_appearances_8,pct_appearances_9
1999,Rickey Henderson,NYM,1970-2009,526,13,4.2,1.4,4.6,3.0,98.3,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.3
2000,Rickey Henderson,- - -,1970-2009,519,9,0.1,0.1,4.8,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Keith Hernandez,STL,1970-2009,645,22,3.4,2.6,4.0,2.0,0.0,0.0,14.7,8.1,55.7,20.3,0.0,0.3,0.9
1978,Keith Hernandez,STL,1970-2009,633,16,1.1,2.4,4.2,3.5,0.0,0.0,42.7,4.1,51.7,0.3,1.1,0.2,0.0
1979,Keith Hernandez,STL,1970-2009,698,32,5.0,3.4,3.7,3.7,0.0,0.0,86.7,11.7,1.4,0.0,0.0,0.0,0.1
1980,Keith Hernandez,STL,1970-2009,690,27,4.7,4.0,4.3,3.3,0.0,0.6,96.2,2.9,0.0,0.0,0.0,0.0,0.3
1981,Keith Hernandez,STL,1970-2009,444,19,4.1,3.8,4.6,3.8,0.0,0.0,95.5,3.6,0.0,0.5,0.0,0.0,0.5
1982,Keith Hernandez,STL,1970-2009,694,24,4.1,1.7,4.8,3.1,0.0,0.7,88.3,10.2,0.6,0.0,0.1,0.0,0.0
1983,Keith Hernandez,- - -,1970-2009,633,26,3.8,2.5,4.6,2.7,0.0,0.0,81.8,15.5,0.0,1.4,0.6,0.3,0.3
1984,Keith Hernandez,NYM,1970-2009,657,31,4.5,2.5,4.8,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.3
1985,Keith Hernandez,NYM,1970-2009,682,24,4.6,1.8,3.9,1.6,0.1,0.0,98.8,0.3,0.0,0.0,0.0,0.0,0.7
1986,Keith Hernandez,NYM,1970-2009,652,27,4.6,2.1,4.7,0.7,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.2
1987,Keith Hernandez,NYM,1970-2009,676,20,3.1,1.7,3.8,0.5,0.0,0.0,99.6,0.0,0.0,0.0,0.3,0.0,0.1
2006,Ryan Howard,PHI,1970-2009,704,26,4.5,4.9,4.6,0.0,0.0,0.0,0.0,49.9,38.2,10.1,1.1,0.0,0.7
2007,Ryan Howard,PHI,1970-2009,648,17,1.4,4.9,4.8,0.3,0.0,0.0,1.5,97.7,0.2,0.5,0.0,0.2,0.0
2008,Ryan Howard,PHI,1970-2009,700,16,0.8,4.9,3.5,2.0,0.0,0.0,0.0,96.7,2.6,0.1,0.0,0.0,0.6
2009,Ryan Howard,PHI,1970-2009,703,22,2.3,4.9,3.2,3.1,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.1,0.1
2010,Ryan Howard,PHI,2010-present,620,12,3.0,4.3,2.9,2.1,0.0,0.0,0.0,99.8,0.0,0.2,0.0,0.0,0.0
2011,Ryan Howard,PHI,2010-present,644,14,1.3,4.4,4.1,0.8,0.0,0.0,0.2,99.1,0.0,0.0,0.2,0.3,0.3
2014,Ryan Howard,PHI,2010-present,648,7,0.3,2.8,3.8,0.3,0.0,0.0,0.0,93.1,6.0,0.0,0.0,0.5,0.5
2015,Ryan Howard,PHI,2010-present,503,5,0.2,4.3,1.1,0.4,0.0,0.2,0.2,80.3,14.3,1.4,2.6,0.0,1.0
2003,Cesar Izturis,LAD,1970-2009,593,8,0.7,0.1,0.1,3.3,16.5,17.2,0.0,0.0,0.0,0.0,0.7,61.0,4.6
2004,Cesar Izturis,LAD,1970-2009,728,21,3.1,0.3,0.6,4.5,60.6,38.9,0.0,0.0,0.0,0.0,0.0,0.3,0.3
2010,Cesar Izturis,BAL,2010-present,513,7,0.1,0.0,0.5,2.4,0.8,0.2,0.0,0.4,0.0,0.0,0.0,25.0,73.7
2010,Austin Jackson,DET,2010-present,675,21,4.0,0.9,1.5,4.9,98.8,0.0,0.3,0.3,0.1,0.0,0.0,0.4,0.0
2011,Austin Jackson,DET,2010-present,668,21,1.2,1.0,2.5,4.8,98.5,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.6
2012,Austin Jackson,DET,2010-present,617,23,4.3,2.9,4.4,4.2,99.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
2013,Austin Jackson,DET,2010-present,614,16,2.5,1.8,2.7,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Austin Jackson,- - -,2010-present,656,13,1.5,0.5,2.2,4.2,54.3,4.0,0.0,0.0,14.2,20.7,5.6,0.0,1.2
2015,Austin Jackson,- - -,2010-present,527,12,2.3,1.1,1.1,3.5,47.8,27.5,2.3,0.0,0.2,19.9,0.6,0.9,0.8
1970,Reggie Jackson,OAK,1970-2009,514,15,0.5,4.2,4.4,3.3,0.0,1.8,38.7,17.3,3.5,30.5,6.8,0.2,1.2
1971,Reggie Jackson,OAK,1970-2009,642,30,3.2,4.8,2.9,3.4,0.2,0.0,99.2,0.0,0.0,0.0,0.0,0.3,0.3
1972,Reggie Jackson,OAK,1970-2009,572,23,2.9,4.5,3.5,2.4,0.0,0.0,74.9,21.6,3.5,0.0,0.0,0.0,0.0
1973,Reggie Jackson,OAK,1970-2009,629,30,4.0,4.9,3.9,3.7,0.0,0.0,0.0,99.4,0.0,0.2,0.0,0.0,0.5
1974,Reggie Jackson,OAK,1970-2009,604,24,3.7,4.9,4.7,3.4,0.2,0.0,15.7,83.8,0.0,0.2,0.0,0.0,0.2
1975,Reggie Jackson,OAK,1970-2009,669,28,1.4,4.9,3.0,3.4,0.0,0.0,22.3,73.5,4.0,0.0,0.0,0.0,0.1
1976,Reggie Jackson,BAL,1970-2009,558,23,3.3,4.9,3.3,3.6,0.2,0.0,68.8,29.4,1.4,0.0,0.0,0.0,0.2
1977,Reggie Jackson,NYY,1970-2009,606,22,3.1,4.9,4.3,3.0,0.0,0.5,15.8,41.3,22.4,19.5,0.0,0.0,0.5
1978,Reggie Jackson,NYY,1970-2009,581,18,2.5,4.4,3.1,3.2,0.0,0.0,1.4,69.9,5.5,14.5,8.8,0.0,0.0
1979,Reggie Jackson,NYY,1970-2009,537,18,3.9,4.6,4.0,2.2,0.0,0.0,3.2,65.5,23.1,7.8,0.0,0.2,0.2
1980,Reggie Jackson,NYY,1970-2009,601,24,3.7,5.0,4.6,0.9,0.0,0.0,0.0,99.2,0.3,0.0,0.0,0.2,0.3
1981,Reggie Jackson,NYY,1970-2009,382,8,0.5,4.5,4.2,0.4,0.0,0.0,0.0,64.4,34.8,0.0,0.5,0.3,0.0
1982,Reggie Jackson,CAL,1970-2009,621,16,2.6,4.7,4.6,0.9,0.0,0.5,33.2,50.1,7.9,7.2,0.6,0.2,0.3
1984,Reggie Jackson,CAL,1970-2009,584,8,0.1,3.3,3.4,2.2,0.2,0.0,9.1,8.9,40.6,38.7,1.7,0.0,0.9
1985,Reggie Jackson,CAL,1970-2009,541,12,1.1,4.5,4.8,0.0,0.2,0.4,11.3,44.7,25.9,14.2,2.2,0.7,0.4
1986,Reggie Jackson,CAL,1970-2009,517,10,0.7,2.8,5.0,0.8,2.1,4.8,6.6,68.7,10.8,4.8,0.8,0.4,1.0
1996,Derek Jeter,NYY,1970-2009,654,17,4.0,0.9,1.3,3.7,30.3,6.9,0.0,0.0,0.0,0.2,7.2,10.1,45.4
1997,Derek Jeter,NYY,1970-2009,748,22,3.1,0.9,2.7,4.2,65.0,15.0,0.0,0.0,0.0,0.0,19.4,0.7,0.0
1998,Derek Jeter,NYY,1970-2009,694,30,4.6,1.8,2.2,4.9,1.7,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1999,Derek Jeter,NYY,1970-2009,739,32,4.9,3.0,3.9,4.0,0.7,91.6,7.0,0.7,0.0,0.0,0.0,0.0,0.0
2000,Derek Jeter,NYY,1970-2009,679,21,4.8,1.3,2.7,4.2,15.5,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Derek Jeter,NYY,1970-2009,686,24,4.3,2.4,2.5,4.4,16.3,79.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2002,Derek Jeter,NYY,1970-2009,730,22,3.8,0.9,3.3,4.0,6.4,76.7,16.8,0.0,0.0,0.0,0.0,0.0,0.0
2003,Derek Jeter,NYY,1970-2009,542,18,4.8,1.0,2.5,3.6,17.9,54.1,27.9,0.0,0.0,0.0,0.0,0.2,0.0
2004,Derek Jeter,NYY,1970-2009,721,25,3.4,2.5,1.1,3.8,40.8,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Derek Jeter,NYY,1970-2009,752,23,4.6,1.5,3.7,3.9,97.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Derek Jeter,NYY,1970-2009,715,27,4.9,1.6,3.4,4.4,0.0,86.2,13.8,0.0,0.0,0.0,0.0,0.0,0.0
2007,Derek Jeter,NYY,1970-2009,714,19,4.5,1.2,1.8,3.1,0.0,86.7,12.9,0.0,0.0,0.0,0.0,0.1,0.3
2008,Derek Jeter,NYY,1970-2009,668,19,3.9,0.5,1.8,3.0,6.4,89.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2009,Derek Jeter,NYY,1970-2009,716,28,4.9,1.2,3.1,3.4,96.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010,Derek Jeter,NYY,2010-present,739,15,2.5,0.7,2.6,3.9,88.8,11.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
2011,Derek Jeter,NYY,2010-present,607,12,4.0,0.3,1.9,3.6,74.3,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Derek Jeter,NYY,2010-present,740,17,4.8,0.7,1.1,1.7,95.0,4.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2014,Derek Jeter,NYY,2010-present,634,8,1.6,0.0,1.0,2.2,2.2,97.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1995,Chipper Jones,ATL,1970-2009,602,18,1.4,3.2,4.2,2.5,0.0,0.0,97.7,0.0,2.2,0.0,0.0,0.0,0.2
1996,Chipper Jones,ATL,1970-2009,693,28,4.1,3.8,4.2,3.4,0.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Chipper Jones,ATL,1970-2009,679,20,3.5,2.9,3.4,3.5,0.0,0.0,95.1,3.2,0.0,1.2,0.3,0.1,0.0
1998,Chipper Jones,ATL,1970-2009,707,30,4.2,4.1,4.5,3.8,0.0,0.0,98.9,1.0,0.0,0.1,0.0,0.0,0.0
1999,Chipper Jones,ATL,1970-2009,701,32,4.3,4.9,4.8,2.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Chipper Jones,ATL,1970-2009,686,27,4.0,4.1,3.9,2.2,0.0,0.0,95.9,4.1,0.0,0.0,0.0,0.0,0.0
2001,Chipper Jones,ATL,1970-2009,677,27,4.7,4.3,4.5,2.6,0.0,0.0,58.3,41.4,0.0,0.0,0.0,0.1,0.1
2002,Chipper Jones,ATL,1970-2009,662,29,4.8,3.5,4.7,1.5,0.0,0.0,27.5,71.6,0.3,0.0,0.2,0.0,0.5
2003,Chipper Jones,ATL,1970-2009,656,22,4.1,3.5,4.4,1.1,0.0,0.0,5.9,93.6,0.0,0.0,0.0,0.2,0.3
2004,Chipper Jones,ATL,1970-2009,567,19,0.5,4.1,4.6,0.8,0.0,0.0,12.9,85.5,0.0,0.0,0.4,0.4,0.9
2007,Chipper Jones,ATL,1970-2009,600,27,4.8,4.7,4.4,2.9,0.0,0.0,94.3,5.3,0.2,0.0,0.0,0.0,0.2
2008,Chipper Jones,ATL,1970-2009,534,26,5.0,3.3,4.9,1.7,0.2,0.0,98.1,0.0,0.0,0.2,0.0,0.4,1.1
2009,Chipper Jones,ATL,1970-2009,596,14,1.3,2.4,4.9,1.7,0.0,0.0,97.0,1.2,0.0,0.0,0.3,0.2,1.3
2011,Chipper Jones,ATL,2010-present,512,15,2.7,3.4,3.4,0.9,0.0,6.4,65.8,10.4,10.2,5.3,0.0,0.2,1.8
2010,Howie Kendrick,LAA,2010-present,658,16,3.2,1.4,0.2,3.3,7.6,50.9,1.2,0.0,4.4,7.0,23.9,4.6,0.5
2011,Howie Kendrick,LAA,2010-present,583,22,3.4,2.6,0.9,4.1,0.0,33.8,16.6,0.3,26.8,19.4,2.6,0.0,0.5
2012,Howie Kendrick,LAA,2010-present,594,15,3.7,0.7,0.4,2.7,0.0,15.5,1.7,0.0,29.3,31.6,21.4,0.2,0.3
2013,Howie Kendrick,LAA,2010-present,513,15,4.1,1.7,0.4,3.0,0.0,6.0,1.9,9.0,37.2,45.8,0.0,0.0,0.0
2014,Howie Kendrick,LAA,2010-present,674,26,4.4,1.0,2.2,3.6,9.8,0.0,0.0,23.9,36.1,27.7,2.5,0.0,0.0
2016,Howie Kendrick,LAD,2010-present,543,11,1.2,0.4,3.1,3.5,23.6,7.4,3.1,6.3,16.4,12.0,18.2,8.8,4.2
1993,Jeff Kent,NYM,1970-2009,544,8,1.7,3.3,0.7,0.8,0.0,0.7,0.0,0.0,9.6,75.9,13.8,0.0,0.0
1994,Jeff Kent,NYM,1970-2009,452,16,3.2,3.3,0.5,1.9,0.0,0.0,0.0,0.0,89.2,10.8,0.0,0.0,0.0
1995,Jeff Kent,NYM,1970-2009,514,15,2.0,3.2,0.5,1.9,0.0,0.0,7.2,47.7,19.6,24.9,0.0,0.2,0.4
1997,Jeff Kent,SFG,1970-2009,651,24,0.6,4.0,1.5,3.1,0.0,0.0,7.1,58.5,33.0,0.8,0.2,0.0,0.5
1998,Jeff Kent,SFG,1970-2009,594,21,3.4,4.5,1.9,2.7,0.0,0.0,0.8,92.1,5.6,0.7,0.5,0.2,0.2
1999,Jeff Kent,SFG,1970-2009,585,20,2.6,3.4,2.9,2.5,0.0,0.0,2.4,96.9,0.0,0.0,0.0,0.0,0.7
2000,Jeff Kent,SFG,1970-2009,695,31,4.7,4.1,3.8,3.1,0.0,0.0,3.3,96.4,0.1,0.0,0.0,0.0,0.1
2001,Jeff Kent,SFG,1970-2009,696,24,3.5,3.0,2.8,2.5,0.0,0.0,7.6,90.1,2.0,0.0,0.3,0.0,0.0
2002,Jeff Kent,SFG,1970-2009,682,28,4.5,4.4,1.4,2.2,0.0,0.0,44.7,55.1,0.0,0.0,0.0,0.0,0.1
2003,Jeff Kent,HOU,1970-2009,552,16,3.6,3.5,1.3,2.2,0.0,0.0,0.0,85.5,13.8,0.5,0.0,0.0,0.2
2004,Jeff Kent,HOU,1970-2009,606,21,3.2,4.2,1.9,4.3,0.0,0.2,0.0,49.8,48.0,1.5,0.0,0.2,0.3
2005,Jeff Kent,LAD,1970-2009,637,21,3.1,3.9,3.6,1.7,0.0,0.0,26.2,73.6,0.2,0.0,0.0,0.0,0.0
2007,Jeff Kent,LAD,1970-2009,562,15,3.9,3.4,3.1,0.8,0.0,0.0,0.0,99.1,0.2,0.0,0.2,0.2,0.4
2015,Kevin Kiermaier,TBR,2010-present,535,23,2.1,2.0,0.5,4.9,36.4,0.2,0.0,0.2,0.2,1.1,10.5,48.8,2.6
2007,Ian Kinsler,TEX,1970-2009,566,18,1.1,3.0,3.8,4.4,21.2,39.2,0.0,0.0,0.0,14.1,17.5,1.6,6.4
2008,Ian Kinsler,TEX,1970-2009,583,21,4.8,3.2,1.7,4.7,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2009,Ian Kinsler,TEX,1970-2009,640,24,0.8,3.9,2.7,4.7,78.9,0.0,5.6,0.0,7.2,8.3,0.0,0.0,0.0
2011,Ian Kinsler,TEX,2010-present,723,28,1.5,3.8,4.5,4.4,92.8,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0
2012,Ian Kinsler,TEX,2010-present,731,17,1.5,2.4,2.6,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Ian Kinsler,TEX,2010-present,614,19,2.8,1.3,2.6,3.5,72.1,0.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0
2014,Ian Kinsler,DET,2010-present,726,24,3.1,2.5,0.3,4.0,51.9,45.5,2.5,0.0,0.0,0.0,0.1,0.0,0.0
2015,Ian Kinsler,DET,2010-present,675,21,4.3,1.4,1.7,3.8,16.6,72.6,8.9,0.0,1.8,0.0,0.0,0.0,0.1
2016,Ian Kinsler,DET,2010-present,679,26,3.6,3.1,1.4,4.2,99.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2017,Ian Kinsler,DET,2010-present,613,14,0.5,2.2,2.8,4.2,99.7,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2018,Ian Kinsler,- - -,2010-present,534,13,1.0,1.2,1.8,2.9,46.6,2.8,0.0,0.0,3.0,22.1,23.2,1.5,0.7
1991,Chuck Knoblauch,MIN,1970-2009,636,16,3.0,0.2,2.7,4.2,14.5,81.8,0.8,0.0,0.2,0.0,0.5,0.9,1.4
1992,Chuck Knoblauch,MIN,1970-2009,707,22,4.0,0.3,3.9,4.2,43.3,56.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1993,Chuck Knoblauch,MIN,1970-2009,685,18,2.6,0.3,2.6,3.6,53.9,45.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6
1994,Chuck Knoblauch,MIN,1970-2009,499,19,4.1,1.9,1.6,4.5,80.8,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Chuck Knoblauch,MIN,1970-2009,629,25,4.8,2.1,3.8,4.7,98.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
1996,Chuck Knoblauch,MIN,1970-2009,701,33,4.8,2.4,4.5,5.0,99.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1997,Chuck Knoblauch,MIN,1970-2009,716,26,3.2,1.0,3.8,5.0,99.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Chuck Knoblauch,NYY,1970-2009,706,17,0.9,1.5,3.5,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Chuck Knoblauch,NYY,1970-2009,715,19,2.7,1.9,3.7,3.9,98.7,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0
2001,Chuck Knoblauch,NYY,1970-2009,600,11,0.5,0.5,3.1,4.3,96.7,1.5,0.0,0.0,0.3,1.0,0.0,0.0,0.5
1999,Paul Konerko,CHW,1970-2009,564,14,2.9,3.4,1.6,1.2,0.2,0.0,3.2,7.3,35.6,28.9,16.8,7.6,0.4
2000,Paul Konerko,CHW,1970-2009,586,12,3.2,2.7,1.5,1.0,0.0,0.2,0.9,8.0,70.1,14.3,5.5,0.5,0.5
2001,Paul Konerko,CHW,1970-2009,650,15,2.9,3.8,2.6,0.4,0.0,0.0,0.0,37.4,35.4,19.1,8.0,0.0,0.2
2002,Paul Konerko,CHW,1970-2009,630,14,4.3,2.8,1.5,0.1,0.0,0.0,0.0,23.8,75.7,0.0,0.0,0.0,0.5
2004,Paul Konerko,CHW,1970-2009,643,14,2.1,4.3,3.7,0.2,0.0,0.0,3.3,38.7,18.2,36.4,3.4,0.0,0.0
2005,Paul Konerko,CHW,1970-2009,664,22,2.7,4.4,4.4,0.1,0.0,0.2,4.1,95.6,0.0,0.2,0.0,0.0,0.0
2006,Paul Konerko,CHW,1970-2009,643,18,4.3,4.3,3.3,0.4,0.0,0.0,6.4,77.8,15.6,0.0,0.0,0.0,0.3
2007,Paul Konerko,CHW,1970-2009,636,14,0.9,4.5,4.0,0.1,0.0,0.0,10.8,78.5,9.0,1.7,0.0,0.0,0.0
2008,Paul Konerko,CHW,1970-2009,514,9,0.4,3.1,4.3,1.1,0.0,0.0,0.0,40.5,25.7,33.7,0.0,0.0,0.2
2009,Paul Konerko,CHW,1970-2009,621,14,2.1,3.5,2.8,0.7,0.0,0.0,1.9,41.4,41.2,15.5,0.0,0.0,0.0
2010,Paul Konerko,CHW,2010-present,631,22,4.6,4.9,4.2,0.2,0.0,0.0,3.2,96.7,0.0,0.0,0.0,0.0,0.2
2011,Paul Konerko,CHW,2010-present,639,17,4.2,3.7,4.4,0.0,0.0,0.0,43.7,55.9,0.0,0.0,0.0,0.0,0.5
2012,Paul Konerko,CHW,2010-present,598,14,4.3,3.1,3.2,0.0,0.0,0.0,0.8,99.0,0.0,0.0,0.2,0.0,0.0
2013,Paul Konerko,CHW,2010-present,520,3,0.8,0.7,2.9,0.0,0.0,0.0,0.2,32.1,67.7,0.0,0.0,0.0,0.0
2005,Adam LaRoche,ATL,1970-2009,502,3,1.0,3.1,1.7,0.1,0.2,0.2,0.2,28.9,53.8,12.7,1.4,0.0,2.6
2006,Adam LaRoche,ATL,1970-2009,557,13,2.7,4.6,3.1,0.8,0.0,0.9,8.8,2.5,29.1,4.5,45.6,6.5,2.2
2007,Adam LaRoche,PIT,1970-2009,632,13,1.6,2.9,3.0,0.3,0.0,0.0,16.8,49.4,18.5,14.2,1.1,0.0,0.0
2008,Adam LaRoche,PIT,1970-2009,554,12,1.7,3.8,2.7,1.3,0.0,0.0,0.2,32.3,22.0,44.0,0.9,0.0,0.5
2009,Adam LaRoche,- - -,1970-2009,629,14,2.3,3.6,3.4,1.0,0.0,0.5,0.0,44.4,21.8,7.3,22.6,3.3,0.2
2010,Adam LaRoche,ARI,2010-present,615,10,1.7,3.7,1.8,0.6,0.3,0.0,2.0,41.1,44.2,11.5,0.5,0.0,0.3
2012,Adam LaRoche,WSN,2010-present,647,21,2.1,4.6,3.8,0.4,0.0,0.0,0.0,69.6,28.3,0.8,0.5,0.0,0.9
2013,Adam LaRoche,WSN,2010-present,590,11,0.5,2.9,4.5,2.7,0.0,0.0,0.0,34.4,38.3,25.3,1.0,0.3,0.7
2014,Adam LaRoche,WSN,2010-present,586,15,1.6,4.2,4.9,0.9,0.0,0.2,0.7,97.3,0.0,0.7,0.9,0.3,0.0
1993,Mark Lemke,ATL,1970-2009,569,14,0.5,0.9,3.9,0.4,0.0,3.2,0.0,0.0,0.0,0.0,2.3,94.4,0.2
1994,Mark Lemke,ATL,1970-2009,394,9,3.3,0.3,2.7,0.1,0.0,6.1,0.0,0.0,0.0,8.4,30.2,55.1,0.3
1995,Mark Lemke,ATL,1970-2009,453,12,0.5,0.7,2.9,1.7,0.0,37.3,0.0,0.0,0.0,0.0,0.0,62.7,0.0
1996,Mark Lemke,ATL,1970-2009,562,12,1.0,0.1,2.7,1.5,0.0,60.9,0.0,0.0,0.0,0.0,6.8,32.0,0.4
1977,Chet Lemon,CHW,1970-2009,627,26,2.0,3.5,2.3,3.0,0.0,19.0,8.6,0.0,5.7,14.0,40.0,12.6,0.0
1979,Chet Lemon,CHW,1970-2009,632,23,4.6,3.3,2.7,1.2,0.0,0.0,56.5,0.0,35.6,7.9,0.0,0.0,0.0
1980,Chet Lemon,CHW,1970-2009,604,21,3.2,2.9,4.0,2.3,25.3,3.3,24.7,0.0,35.1,11.3,0.3,0.0,0.0
1981,Chet Lemon,CHW,1970-2009,383,16,4.3,4.3,2.6,3.3,0.0,0.0,4.4,0.0,7.0,88.5,0.0,0.0,0.0
1982,Chet Lemon,DET,1970-2009,512,15,1.7,3.2,3.7,1.3,43.9,3.7,2.0,1.0,10.9,12.3,24.8,1.0,0.4
1983,Chet Lemon,DET,1970-2009,573,23,1.1,4.3,3.5,2.2,0.7,5.9,0.2,0.0,3.8,9.8,76.6,3.0,0.0
1984,Chet Lemon,DET,1970-2009,574,27,3.3,4.2,3.1,2.9,0.0,0.0,8.7,0.0,15.7,30.1,23.2,22.3,0.0
1985,Chet Lemon,DET,1970-2009,575,18,2.0,3.2,2.2,1.5,0.0,0.0,3.8,0.0,12.2,20.7,18.6,44.7,0.0
1987,Chet Lemon,DET,1970-2009,553,19,2.5,3.0,4.2,0.8,0.4,0.2,5.4,0.0,2.4,21.7,34.4,33.8,1.8
1988,Chet Lemon,DET,1970-2009,582,16,1.9,3.4,3.4,0.9,0.7,0.5,1.5,17.2,18.2,35.9,13.7,12.2,0.0
1992,Kenny Lofton,CLE,1970-2009,651,25,3.2,0.5,3.1,5.0,95.9,0.0,0.2,0.0,0.0,0.0,0.2,0.2,3.7
1993,Kenny Lofton,CLE,1970-2009,657,30,4.8,0.6,4.0,5.0,99.5,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0
1994,Kenny Lofton,CLE,1970-2009,523,25,4.8,3.1,2.5,5.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1995,Kenny Lofton,CLE,1970-2009,529,20,4.3,1.7,1.1,5.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1996,Kenny Lofton,CLE,1970-2009,736,23,4.1,1.3,1.6,4.8,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1997,Kenny Lofton,ATL,1970-2009,564,22,4.9,0.6,3.6,4.1,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
1998,Kenny Lofton,CLE,1970-2009,698,25,2.2,1.4,4.2,4.8,99.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kenny Lofton,CLE,1970-2009,561,22,3.4,1.1,4.3,4.8,99.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2000,Kenny Lofton,CLE,1970-2009,640,16,2.0,1.4,3.7,4.6,91.4,0.0,0.0,0.3,0.0,0.0,1.3,6.9,0.2
2001,Kenny Lofton,CLE,1970-2009,576,13,1.3,1.6,2.4,4.2,96.7,0.0,0.0,0.0,0.3,0.0,1.4,1.0,0.5
2002,Kenny Lofton,- - -,1970-2009,611,17,1.5,1.7,3.8,4.9,97.4,0.8,0.0,0.0,0.0,0.2,1.0,0.3,0.3
2003,Kenny Lofton,- - -,1970-2009,610,20,3.6,1.9,1.6,4.8,98.4,0.2,0.0,0.0,0.0,0.7,0.3,0.0,0.5
2006,Kenny Lofton,LAD,1970-2009,522,10,4.0,0.5,2.4,4.9,4.8,93.1,0.2,0.0,0.2,0.2,1.0,0.2,0.4
2007,Kenny Lofton,- - -,1970-2009,559,16,3.6,0.8,3.2,4.5,72.6,7.0,0.0,0.0,0.2,0.7,18.2,1.1,0.2
1973,Davey Lopes,LAD,1970-2009,615,19,2.4,0.7,3.1,4.3,93.7,0.0,0.0,0.0,0.0,0.0,0.8,5.0,0.5
1974,Davey Lopes,LAD,1970-2009,613,19,1.8,2.2,3.3,4.8,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3
1975,Davey Lopes,LAD,1970-2009,726,22,1.5,1.4,4.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Davey Lopes,LAD,1970-2009,589,22,2.7,1.6,4.1,4.4,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1978,Davey Lopes,LAD,1970-2009,665,23,2.7,2.5,3.2,4.6,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1979,Davey Lopes,LAD,1970-2009,692,23,1.3,4.1,4.5,4.6,99.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
1980,Davey Lopes,LAD,1970-2009,625,12,0.5,1.2,3.0,3.2,92.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Davey Lopes,OAK,1970-2009,561,15,2.7,2.6,3.3,3.6,2.5,2.7,15.5,40.5,6.4,14.6,16.6,1.1,0.2
2020,Nicky Lopez,KCR,2010-present,192,3,0.3,0.1,2.8,1.0,0.0,14.6,0.0,0.0,0.5,0.0,8.9,34.4,41.7
